HUMAN_TRANSCRIPTION,SYSTEM_TRANSCRIPTION,CENTURY,ImageID,TEXT_LINE_NUM
ὦ τλῆμον· ἦ που χρυσὸν ἠράσθη λαβεῖν;,ώτλόμόν γὶ πὸν χαυσον ἤραθηλάξεί,16,11 Bodleian-Library-MS-Barocci-37_00095_fol-45r.jpg,2
"τοιαῦτ᾽, ἐπειδὴ συμφορὰν ἔγνω Φρυγῶν.",ταεβοίαοιν επειδν ὑμφοραν ξένωφραγων,16,11 Bodleian-Library-MS-Barocci-37_00095_fol-45r.jpg,3
ηὗρες δὲ ποῦ νιν; ἢ τίς ἤνεγκεν νεκρόν;,τα ερες δὲ ποῴνιν  τις ὑνείκε νεμρόν,16,11 Bodleian-Library-MS-Barocci-37_00095_fol-45r.jpg,4
"ἥδ᾽, ἐντυχοῦσα ποντίας ἀκτῆς ἔπι.",κιοὶ ντχουσα πόντίας αὐτὸς ἑπί,16,11 Bodleian-Library-MS-Barocci-37_00095_fol-45r.jpg,5
τοῦτον ματεύουσ᾽ ἢ πονοῦσ᾽ ἄλλον πόνον;,οὐτον λαστευξ ῳ ὐ πὸντα ἁλὸν πίνον,16,11 Bodleian-Library-MS-Barocci-37_00095_fol-45r.jpg,6
λούτρ᾽ ᾤχετ᾽ οἴσουσ᾽ ἐξ ἁλὸς Πολυξένῃ.,χατρὐχωτ᾽ ἀἰτοῦα δραλὸς πλῴξόνι,16,11 Bodleian-Library-MS-Barocci-37_00095_fol-45r.jpg,7
"κτανών νιν, ὡς ἔοικεν, ἐκβάλλει ξένος.",κταρνὼνιν ὥς έοικ οἈκραείὶ ξένος,16,11 Bodleian-Library-MS-Barocci-37_00095_fol-45r.jpg,8
"θαλασσόπλαγκτόν γ᾽, ὦδε διατεμὼν χρόα.",τα γαλασο πλαάτον ὥ δς δατεμων χρόαι,16,11 Bodleian-Library-MS-Barocci-37_00095_fol-45r.jpg,9
ὦ σχετλία σὺ τῶν ἀμετρήτων πόνων.,τα ωχειλίασν ὸν αμὐτρήτων πίνὼν,16,12 Bodleian-Library-MS-Barocci-37_00096_fol-45v.jpg,1
"ὄλωλα κοὐδὲν λοιπόν, Ἀγάμεμνον, κακῶν.",α ολωλ᾽ οὐδεν αταμεμηνον λόιπὸν κα κὼν,16,12 Bodleian-Library-MS-Barocci-37_00096_fol-45v.jpg,2
φεῦ φεῦ· τίς οὕτω δυστυχὴς ἔφυ γυνή;,"φεύφεν τῆς οὐτ᾽ οὐστύχς εφυτόνη,",16,12 Bodleian-Library-MS-Barocci-37_00096_fol-45v.jpg,3
"οὐκ ἔστιν, εἰ μὴ τὴν Τύχην αὐτὴν λέγοις.",α οὐκεστ᾽ ειμη τν τύχω αὐτην χλετείό,16,12 Bodleian-Library-MS-Barocci-37_00096_fol-45v.jpg,4
ἀλλ᾽ ὧνπερ οὕνεκ᾽ ἀμφὶ σὸν πίπτω γόνυ,αλῶν περ νεκ ἀμρι τὸν πίπτάτη,16,12 Bodleian-Library-MS-Barocci-37_00096_fol-45v.jpg,5
"ἄκουσον. εἰ μὲν ὅσιά σοι παθεῖν δοκῶ,",ακουσον εμιν όσια σοι παθειν δφκό,16,12 Bodleian-Library-MS-Barocci-37_00096_fol-45v.jpg,6
"στέργοιμ᾽ ἄν· εἰ δὲ τοὔμπαλιν, σύ μοι γενοῦ",στεργοιμαν ειδς τοὐπεες σὐτύτε,16,12 Bodleian-Library-MS-Barocci-37_00096_fol-45v.jpg,7
"τιμωρὸς ἀνδρός, ἀνοσιωτάτου ξένου","κιμωρος ἀνδρὸς ανοσιτάτοῦ ξένο,",16,12 Bodleian-Library-MS-Barocci-37_00096_fol-45v.jpg,8
ὃς οὔτε τοὺς γῆς νέρθεν οὔτε τοὺς ἄνω,σςνκτετους τὸς νερθεν οὐτετους ανη,16,12 Bodleian-Library-MS-Barocci-37_00096_fol-45v.jpg,9
δείσας δέδρακεν ἔργον ἀνοσιώτατον,δειξας  δεδρῳτ έρτον ἀνοσιύτάτηόν,16,13 Bodleian-Library-MS-Barocci-37_00097_fol-46r.jpg,1
κοινῆς τραπέζης πολλάκις τυχὼν ἐμοὶ,κοίνῆς τραπεξης πολλακλιςτχων ἐμοι,16,13 Bodleian-Library-MS-Barocci-37_00097_fol-46r.jpg,2
ξενίας τ᾽ ἀριθμῷ πρῶτα τῶν ἐμῶν φίλων,ξεέννας τ᾽ ἀριθμη τρῴξα ὼνἐὑμων ξένων,16,13 Bodleian-Library-MS-Barocci-37_00097_fol-46r.jpg,3
τυχὼν δ᾽ ὅσων δεῖ καὶ λαβὼν προμηθίαν,ψχωνσι οτῶν δὲω κλαρὼν προμη τναν,16,13 Bodleian-Library-MS-Barocci-37_00097_fol-46r.jpg,4
"ἔκτεινε, τύμβου δ᾽, εἰ κτανεῖν ἐβούλετο",ἐκτείνς εὐμὸρλεκ τανεν οξλετη,16,13 Bodleian-Library-MS-Barocci-37_00097_fol-46r.jpg,5
οὐκ ἠξίωσεν ἀλλ᾽ ἀφῆκε πόντιον,ακήξίωσεν αλὶ ἀφήκ ποιτιόν,16,13 Bodleian-Library-MS-Barocci-37_00097_fol-46r.jpg,6
ἡμεῖς μὲν οὖν δοῦλοί τε κἀσθενεῖς ἴσως,"ήμεῖς κμαλ᾽ νδελόιτ᾽ κκαθενεις τω,",16,13 Bodleian-Library-MS-Barocci-37_00097_fol-46r.jpg,7
ἀλλ᾽ οἱ θεοὶ σθένουσι χὠ κείνων κρατῶν,λαγι σὲψιο ἀτενοσε χωκεινὸν κρκατὼν,16,13 Bodleian-Library-MS-Barocci-37_00097_fol-46r.jpg,8
Νόμος νόμῳ γὰρ τοὺς θεοὺς ἡγούμεθα,μομος κόμῶταρ του τες η τόμετας·,16,13 Bodleian-Library-MS-Barocci-37_00097_fol-46r.jpg,9
καὶ ζῶμεν ἄδικα καὶ δίκαι᾽ ὡρισμένοι,"εωμν ουὐδέμῳ ῳ δικαί τώργομηνοι,",16,14 Bodleian-Library-MS-Barocci-37_00098_fol-46v.jpg,1
ὃς ἐς σ᾽ ἀνελθὼν εἰ διαφθαρήσεται,θςς εισαντιθὼν εἶδιαφθαρησεται,16,14 Bodleian-Library-MS-Barocci-37_00098_fol-46v.jpg,2
καὶ μὴ δίκην δώσουσιν οἵτινες ξένους,αη διμν δὐτουσιν Οἴτινες ξένος,16,14 Bodleian-Library-MS-Barocci-37_00098_fol-46v.jpg,3
κτείνουσιν ἢ θεῶν ἱερὰ τολμῶσιν φέρειν,κτεινησιν κχξῶν τερα τολμηφέρεν,16,14 Bodleian-Library-MS-Barocci-37_00098_fol-46v.jpg,4
οὐκ ἔστιν οὐδὲν τῶν ἐν ἀνθρώποις ἴσον,κέστίν ὅσεν ὥν εν αντῷ ποις Τόν,16,14 Bodleian-Library-MS-Barocci-37_00098_fol-46v.jpg,5
ταῦτ᾽ οὖν ἐν αἰσχρῷ θέμενος αἰδέσθητί με,τροῦ τ᾽ οεν ναὶ σχρῴέμένος ἀνδκθίτμου,16,14 Bodleian-Library-MS-Barocci-37_00098_fol-46v.jpg,6
"οἴκτιρον ἡμᾶς, ὡς γραφεύς τ᾽ ἀποσταθεὶς",οιατετρον ημ᾽ ὥςτραφέός τ᾽ ἀποστάτ,16,14 Bodleian-Library-MS-Barocci-37_00098_fol-46v.jpg,7
ἰδοῦ με κἀνάθρησον οἷ᾽ ἔχω κακά,"εδουμν καναδρήόν Οἴς εχὸ τκακα,",16,14 Bodleian-Library-MS-Barocci-37_00098_fol-46v.jpg,8
"τύραννος ἦ ποτ᾽, ἀλλὰ νῦν δούλη σέθεν",ψυραηνος ὴν πδις αα νας δουλήσάώτεν,16,14 Bodleian-Library-MS-Barocci-37_00098_fol-46v.jpg,9
"εὔπαις ποτ᾽ οὖσα, νῦν δὲ γραῦς ἄπαις θ᾽ ἅμα","επαις ποτ᾽ κκε ὐ ττραὸς ἀπαίςλ ἀάκα,",16,15 Bodleian-Library-MS-Barocci-37_00099_fol-47r.jpg,1
ἄπολις ἔρημος ἀθλιωτάτη βροτῶν,λπολίς ερὐμὸς ἀὐλίώ ξάτητρόξὼν,16,15 Bodleian-Library-MS-Barocci-37_00099_fol-47r.jpg,2
"οἴμοι τάλαινα, ποῖ μ᾽ ὑπεξάγεις πόδα",οιμον τάαλαίνα. ποίμ υπερατεις ποδμ,16,15 Bodleian-Library-MS-Barocci-37_00099_fol-47r.jpg,3
ἔοικα πράξειν οὐδέν· ὦ τάλαιν᾽ ἐγώ,Ἕοίκὶ τραξέένησον ὥ τάλαίν ἁλω,16,15 Bodleian-Library-MS-Barocci-37_00099_fol-47r.jpg,4
τί δῆτα θνητοὶ τἄλλα μὲν μαθήματα,τι δὴ ξαξψνηξῶκντον λαλείμέν εαθήματ,16,15 Bodleian-Library-MS-Barocci-37_00099_fol-47r.jpg,5
μοχθοῦμεν ὡς χρὴ πάντα καὶ ματεύομεν,μολθουμθν ὼρ χλὶ παὐτας κ μαστενόμη,16,15 Bodleian-Library-MS-Barocci-37_00099_fol-47r.jpg,6
Πειθὼ δὲ τὴν τύραννον ἀνθρώποις μόνην,πειθω δὲ τὼ τυραννον ανδρῳ ποίομοντν,16,15 Bodleian-Library-MS-Barocci-37_00099_fol-47r.jpg,7
οὐδέν τι μᾶλλον ἐς τέλος σπουδάζομεν,δὴντ᾽ κααλον ἐτς τελος πσρδαξόμην,16,15 Bodleian-Library-MS-Barocci-37_00099_fol-47r.jpg,8
"μισθοὺς διδόντες μανθάνειν, ἵν᾽ ἦν ποτε",μταθους δεδόντες καντάῴξιν ἵνηπότε,16,15 Bodleian-Library-MS-Barocci-37_00099_fol-47r.jpg,9
πείθειν ἅ τις βούλοιτο τυγχάνειν θ᾽ ἅμα,πειθεν ατις δελοιτοντεχανν φῳαμ,16,16 Bodleian-Library-MS-Barocci-37_00100_fol-47v.jpg,1
τί οὖν ἔτ᾽ ἄν τις ἐλπίσαι πράξειν καλῶς,πως οα τ᾽ ἀντις πίταὶ τράξεν καλὸς,16,16 Bodleian-Library-MS-Barocci-37_00100_fol-47v.jpg,2
οἱ μὲν γὰρ ὄντες παῖδες οὐκέτ᾽ εἰσί μοι,οἶμη το οὐτονπαιδὲουόμω τ᾽ εἰσίμω,16,16 Bodleian-Library-MS-Barocci-37_00100_fol-47v.jpg,3
αὐτὴ δ᾽ ἐπ᾽ αἰσχροῖς αἰχμάλωτος οἴχομαι,"αὐτὸ δ όταίσχροις, ἀχκαλώτος ορχονην",16,16 Bodleian-Library-MS-Barocci-37_00100_fol-47v.jpg,4
καπνὸν δὲ πόλεως τόνδ᾽ ὑπερθρῴσκονθ᾽ ὁρῶ,καπνον οὐ πλεῶς τὸν ὸ ὑπδρθρωσηη,16,16 Bodleian-Library-MS-Barocci-37_00100_fol-47v.jpg,5
καὶ μὴν ἴσως μὲν τοῦ λόγου κενὸν τόδε,καιμην ἔτως κὶ τὸὐλότόκενον τὸάπλ,16,16 Bodleian-Library-MS-Barocci-37_00100_fol-47v.jpg,6
Κύπριν προβάλλειν· ἀλλ᾽ ὅμως εἰρήσεται,κξὑπρὶν προγραλλειν ααξόμὸως ερισεοί,16,16 Bodleian-Library-MS-Barocci-37_00100_fol-47v.jpg,7
πρὸς σοῖσι πλευροῖς παῖς ἐμὴ κοιμίζεται,τιρος σοίσὶ πλευροις πῶς ἐὑμη οοδμίξετη,16,16 Bodleian-Library-MS-Barocci-37_00100_fol-47v.jpg,8
"ἡ φοιβάς, ἣν καλοῦσι Κασάνδραν Φρύγες",γφοιγρας ὶ καλῶί κας ἀνδραν φρύ,16,16 Bodleian-Library-MS-Barocci-37_00100_fol-47v.jpg,9
"ποῦ τὰς φίλας δῆτ᾽ εὐφρόνας δείξεις, ἄναξ",ὶπρχωδοὸ τ᾽ ερρίνας δερο ανατρ,16,17 Bodleian-Library-MS-Barocci-37_00101_fol-48r.jpg,1
ἦ τῶν ἐν εὐνῇ φιλτάτων ἀσπασμάτων,κῶν ν εχικ φιλξα ᾽ ἀπασματξὼν,16,17 Bodleian-Library-MS-Barocci-37_00101_fol-48r.jpg,2
"χάριν τιν᾽ ἕξει παῖς ἐμή, κείνης δ᾽ ἐγώ",χαριν τἶνας εξὶπαις ὑμω κένης δῳ εγω,16,17 Bodleian-Library-MS-Barocci-37_00101_fol-48r.jpg,3
ἐκ τοῦ σκότου τε τῶν τε νυκτερησίων,κεσκότου ὁταρ τὼν τ᾽ νύατκρῶν παλο,16,17 Bodleian-Library-MS-Barocci-37_00101_fol-48r.jpg,4
φίλτρων μεγίστη γίγνεται βροτοῖς χάρις,"φικτρων, μετνστητ ινεταί τρῴτοιἔχάρις ",16,17 Bodleian-Library-MS-Barocci-37_00101_fol-48r.jpg,5
ἄκουε δή νυν· τὸν θανόντα τόνδ᾽ ὁρᾷς,κουεδήνς τὸν δανοντατονον Θραρό,16,17 Bodleian-Library-MS-Barocci-37_00101_fol-48r.jpg,6
τοῦτον καλῶς δρῶν ὄντα κηδεστὴν σέθεν,τοὐτον καλῶς δρῶν οὐτα κὶδεστὴν σρφυ,16,17 Bodleian-Library-MS-Barocci-37_00101_fol-48r.jpg,7
δράσεις. ἑνός μοι μῦθος ἐνδεὴς ἔτι,δρασεις ἐνορμω μωθὸς ἐνδξης ὐτη,16,17 Bodleian-Library-MS-Barocci-37_00101_fol-48r.jpg,8
εἴ μοι γένοιτο φθόγγος ἐν βραχίοσιν,ειμοὲ τένοιτρφφόγος ἐντρραχίοπι,16,17 Bodleian-Library-MS-Barocci-37_00101_fol-48r.jpg,9
καὶ χερσὶ καὶ κόμαισι καὶ ποδῶν βάσει,"εχερσι κκομαίὸ, κὶ ποσῶν ξασι",16,18 Bodleian-Library-MS-Barocci-37_00102_fol-48v.jpg,1
ἢ Δαιδάλου τέχναισιν ἢ θεῶν τινος,ὴ δαιδάλὸ τεχγναίσιν. ἤ Θρῶν τινος,16,18 Bodleian-Library-MS-Barocci-37_00102_fol-48v.jpg,2
ὡς πάνθ᾽ ὁμαρτῇ σῶν ἔχοιντο γουνάτων,ῶς παν φ᾽ ομρὸς τὸν ἔχιντό τόνάὐτόν,16,18 Bodleian-Library-MS-Barocci-37_00102_fol-48v.jpg,3
"κλαίοντ᾽, ἐπισκήπτοντα παντοίους λόγους",κλαίον τ᾽ θι σκιπτόντ παντον ολη,16,18 Bodleian-Library-MS-Barocci-37_00102_fol-48v.jpg,4
"ὦ δέσποτ᾽, ὦ μέγιστον Ἕλλησιν φάος",λδῖπό τ᾽ ώβμέτιστον ἐγιεστιφαος,16,18 Bodleian-Library-MS-Barocci-37_00102_fol-48v.jpg,5
"πιθοῦ, παράσχες χεῖρα τῇ πρεσβύτιδι",σιχοῦ παρ αγε χτρατή πρες ούτηδι,16,18 Bodleian-Library-MS-Barocci-37_00102_fol-48v.jpg,6
"τιμωρόν, εἰ καὶ μηδέν ἐστιν, ἀλλ᾽ ὅμως",εκιμωρονς εικαίμησδεν ἑστκ ἀλλόμην,16,18 Bodleian-Library-MS-Barocci-37_00102_fol-48v.jpg,7
ἐσθλοῦ γὰρ ἀνδρὸς τῇ δίκῃ θ᾽ ὑπηρετεῖν,αὐλκ γαρἀνδρος το δικήφυπηρετεν,16,18 Bodleian-Library-MS-Barocci-37_00102_fol-48v.jpg,8
καὶ τοὺς κακοὺς δρᾶν πανταχοῦ κακῶς ἀεί,τους κακους ὅρα πλάλαγουκακας αει,16,18 Bodleian-Library-MS-Barocci-37_00102_fol-48v.jpg,9
δεινόν γε θνητοῖς ὡς ἅπαντα συμπίτνει,σχεινον τὲ χνητοις ρα παντα έαπίτνει,16,19 Bodleian-Library-MS-Barocci-37_00103_fol-49r.jpg,1
καὶ τὰς ἀνάγκας οἱ νόμοι διώρισαν,λ᾽ ἀνατκας οίνόμοι δρῶρισαν,16,19 Bodleian-Library-MS-Barocci-37_00103_fol-49r.jpg,2
φίλους τιθέντες τούς γε πολεμιωτάτους,"φιλάςτηθεντεις τος τε πολεμιώτξαάτοῦ, ",16,19 Bodleian-Library-MS-Barocci-37_00103_fol-49r.jpg,3
ἐχθρούς τε τοὺς πρὶν εὐμενεῖς ποιούμενοι,εχαρους τ᾽ ἀοὐςπριῦ ἐὐμτν εο ποιουτάηνον,16,19 Bodleian-Library-MS-Barocci-37_00103_fol-49r.jpg,4
ἐγώ σε καὶ σὸν παῖδα καὶ τύχας σέθεν,τώσεκπαιδα ὐτύχας σε,16,19 Bodleian-Library-MS-Barocci-37_00103_fol-49r.jpg,5
"Ἑκάβη, δι᾽ οἴκτου χεῖρά θ᾽ ἱκεσίαν ἔχω",εκαρη δι οκτον χειρῳ ᾽νκείαν ἔχω,16,19 Bodleian-Library-MS-Barocci-37_00103_fol-49r.jpg,6
καὶ βούλομαι θεῶν θ᾽ οὕνεκ᾽ ἀνόσιον ξένον,βὅλομαι έῶν τοῳ᾽ οὑνεμ ἁνοσιον ξένον,16,19 Bodleian-Library-MS-Barocci-37_00103_fol-49r.jpg,7
καὶ τοῦ δικαίου τήνδε σοι δοῦναι δίκην,ς δἶκαίις ότῦ δέσοδουναιδικιν,16,19 Bodleian-Library-MS-Barocci-37_00103_fol-49r.jpg,8
εἴ πως φανείη γ᾽ ὥστε σοί τ᾽ ἔχειν καλῶς,ει πῶς φαν ειω τρὥς τεσοι τ᾽ ἑἐχειν καλῶς,16,19 Bodleian-Library-MS-Barocci-37_00103_fol-49r.jpg,9
στρατῷ τε μὴ δόξαιμι Κασάνδρας χάριν,στρατῷ τ᾽ μη δοξαίμι κασανδρας χάριν,16,20 Bodleian-Library-MS-Barocci-37_00104_fol-49v.jpg,1
Θρῄκης ἄνακτι τόνδε βουλεῦσαι φόνον,θφρδμὸς ἀνδκτὸν δὲ βάλείσαιφόνον,16,20 Bodleian-Library-MS-Barocci-37_00104_fol-49v.jpg,2
ἔστιν γὰρ ᾗ ταραγμὸς ἐμπέπτωκέ μοι,ἐστιταρψη ταραίμος ἐμπεπτόκευμοι,16,20 Bodleian-Library-MS-Barocci-37_00104_fol-49v.jpg,3
τὸν ἄνδρα τοῦτον φίλιον ἡγεῖται στρατός,τον ἀνδρλτοὐτον φιλον ητ ειταιστράφς,16,20 Bodleian-Library-MS-Barocci-37_00104_fol-49v.jpg,4
τὸν κατθανόντα δ᾽ ἐχθρόν· εἰ δ᾽ ἐμοὶ φίλος,τν κατθνοντ διεγθρον εὶδε σοίφιλος,16,20 Bodleian-Library-MS-Barocci-37_00104_fol-49v.jpg,5
"ὅδ᾽ ἐστί, χωρὶς τοῦτο κοὐ κοινὸν στρατῷ",ὁαν ἐστι χωρις τοῦτῳ κ ἀκοινον σρατό,16,20 Bodleian-Library-MS-Barocci-37_00104_fol-49v.jpg,6
πρὸς ταῦτα φρόντιζ᾽· ὡς θέλοντα μέν μ᾽ ἔχεις,προρ καὐταφροντι ὥς τριόν τμυ μναλ,16,20 Bodleian-Library-MS-Barocci-37_00104_fol-49v.jpg,7
σοὶ ξυμπονῆσαι καὶ ταχὺν προσαρκέσαι,σιν μποιοξαν κὐ ταχὴν προτάρηες αν,16,20 Bodleian-Library-MS-Barocci-37_00104_fol-49v.jpg,8
"βραδὺν δ᾽, Ἀχαιοῖς εἰ διαβληθήσομαι",τοραδην ὸ᾽ Ἀχαίς εἶ διαξλήξηομω,16,20 Bodleian-Library-MS-Barocci-37_00104_fol-49v.jpg,9
φεῦ. οὐκ ἔστι θνητῶν ὅστις ἔστ᾽ ἐλεύθερος,"ώφν ω μέ στε φνστῶν όὐτς ξῳ ἐραθερ, ",16,21 Bodleian-Library-MS-Barocci-37_00105_fol-50r.jpg,1
ἢ χρημάτων γὰρ δοῦλός ἐστιν ἢ τύχης,ἢ χριματων ταρ δουλος ἐστίν κ τύχης,16,21 Bodleian-Library-MS-Barocci-37_00105_fol-50r.jpg,2
ἢ πλῆθος αὐτὸν πόλεος ἢ νόμων γραφαὶ,ἢπλιθος αὐτὸν πλρῶς ηὐὅμων τραφαι,16,21 Bodleian-Library-MS-Barocci-37_00105_fol-50r.jpg,3
εἴργουσι χρῆσθαι μὴ κατὰ γνώμην τρόποις,ἐγργτοῦ σε χρισθαί μὴ κατα των η τξ ρ ποιου,16,21 Bodleian-Library-MS-Barocci-37_00105_fol-50r.jpg,4
ἐπεὶ δὲ ταρβεῖς τῷ τ᾽ ὄχλῳ πλέον νέμεις,επεὶ δὲ ταρφοιςντῳ τ᾽ ἀχω πλεον νεμεως,16,21 Bodleian-Library-MS-Barocci-37_00105_fol-50r.jpg,5
ἐγώ σε θήσω τοῦδ᾽ ἐλεύθερον φόβου,ἐγω σεθήσῷ τοῦ τῳ εθερον φὸρό,16,21 Bodleian-Library-MS-Barocci-37_00105_fol-50r.jpg,6
"σύνισθι μὲν γάρ, ἤν τι βουλεύσω κακὸν",υγνασθιμανταρ ηντι ὁκλευτῳ καμόν,16,21 Bodleian-Library-MS-Barocci-37_00105_fol-50r.jpg,7
"τῷ τόνδ᾽ ἀποκτείναντι, συνδράσῃς δὲ μή",ῷ τον ἀποτειναντ᾽ κνδρασης δέμεον,16,21 Bodleian-Library-MS-Barocci-37_00105_fol-50r.jpg,8
ἢν δ᾽ ἐξ Ἀχαιῶν θόρυβος ἢ ᾽πικουρία,"ἢν εν εξαχαιώνθορυφος ἤ πτκουρνα,",16,21 Bodleian-Library-MS-Barocci-37_00105_fol-50r.jpg,9
πάσχοντος ἀνδρὸς Θρῃκὸς οἷα πείσεται,πάσγονὸς ἀνδρὸς δρακὸς οἴπεισκται,16,22 Bodleian-Library-MS-Barocci-37_00106_fol-50v.jpg,1
"φανῇ τις, εἶργε μὴ δοκῶν ἐμὴν χάριν",φανηιτιςς ἐπρ γε κμὸ δοκῶν ἐμην χάριν,16,22 Bodleian-Library-MS-Barocci-37_00106_fol-50v.jpg,2
τὰ δ᾽ ἄλλα θάρσει πάντ᾽ ἐγὼ θήσω καλῶς,τα δ᾽ ἁλαθάρσι παν τ᾽ εγώξήτῳ καλῶς,16,22 Bodleian-Library-MS-Barocci-37_00106_fol-50v.jpg,3
πῶς οὖν; τί δράσεις; πότερα φάσγανον χερὶ,πῶς ον ιδρασεις πώτεράφαςίανον χερι,16,22 Bodleian-Library-MS-Barocci-37_00106_fol-50v.jpg,4
λαβοῦσα γραίᾳ φῶτα βάρβαρον κτενεῖς,λἀρου σα τραία φὐταραρταρον κτενες,16,22 Bodleian-Library-MS-Barocci-37_00106_fol-50v.jpg,5
ἢ φαρμάκοισιν ἢ ᾽πικουρίᾳ τίνι;,ηφαρμακαίσιν ἤ πτκουρία τνι,16,22 Bodleian-Library-MS-Barocci-37_00106_fol-50v.jpg,6
τίς σοι ξυνέσται χείρ; πόθεν κτήσῃ φίλους,τιςσον ξένεσταυχεις πφ᾽ κτησηφιλη,16,22 Bodleian-Library-MS-Barocci-37_00106_fol-50v.jpg,7
στέγαι κεκεύθασ᾽ αἵδε Τρῳάδων ὄχλον,τα σε γδαιμευδὸς ἀνδὲ τΤρῴαθον ὁχόν,16,22 Bodleian-Library-MS-Barocci-37_00106_fol-50v.jpg,8
"τὰς αἰχμαλώτους εἶπας, Ἑλλήνων ἄγραν","βαραρ χκκλώτονς εἶπας ᾽ έλῶνὼνατρρη,",16,22 Bodleian-Library-MS-Barocci-37_00106_fol-50v.jpg,9
σὺν ταῖσδε τὸν ἐμὸν φονέα τιμωρήσομαι,χγταις δὲ τὸν ἐμονφόνεαῳ τμωρηόμα,16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,1
καὶ πῶς γυναιξὶν ἀρσένων ἔσται κράτος,πῶς γιναίξιν ἀρσένων εσται κρατός,16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,2
δεινὸν τὸ πλῆθος σὺν δόλῳ τε δύσμαχον,θεινον φπλῶθος ν δελῶτε δυομαχόν,16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,3
δεινόν· τὸ μέντοι θῆλυ μέμφομαι σθένος,αινον  μέντοθηλίμεμφομαντένος,16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,4
τί δ᾽; οὐ γυναῖκες εἷλον Αἰγύπτου τέκνα,"ψισον οὐτύλαίμες ελοναί τύπιηότι ηνες, ",16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,5
καὶ Λῆμνον ἄρδην ἀρσένων ἐξῴκισαν,λήμηνον ἀρδην ἀρσένων εξωκιςσαν λ,16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,6
ἀλλ᾽ ὣς γενέσθω· τόνδε μὲν μέθες λόγον,"αλῶς τενήσθαί, ὸνοέμεν μεεςλόγόν",16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,7
πέμψον δέ μοι τήνδ᾽ ἀσφαλῶς διὰ στρατοῦ,πε μεγον δέμοιν την διαρφαλῶς δια στράφυς,16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,8
γυναῖκα. καὶ σὺ Θρῃκὶ πλαθεῖσα ξένῳ,"ψυναίκμα, ξαὶσυφφυκὶ πλασθεσάξένο,",16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,9
λέξον· Καλεῖ σ᾽ ἄνασσα δή ποτ᾽ Ἰλίου,ώρον καλεις ἀνἀπλ δὴτότ᾽ ἐλίο,16,23 Bodleian-Library-MS-Barocci-37_00107_fol-51r.jpg,10
"Ἑκάβη, σὸν οὐκ ἔλασσον ἢ κείνης χρέος",εωρὸς ὸν οὐκδίασον ὐ καίνηρ χριρ,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,1
"καὶ παῖδας, ὡς δεῖ καὶ τέκν᾽ εἰδέναι λόγους",αὶπαιδὴς᾽ ὥς δε Θροίμῦ εδέναιλόνὸς,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,2
τοὺς ἐξ ἐκείνης.  τὸν δὲ τῆς νεοσφαγοῦς,φυςδξἐκείνης τὸν δὲτῆς νεοσφαγῦς,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,3
"Πολυξένης ἐπίσχες, Ἀγάμεμνον, τάφον",πελύξένης επὶ αχὶς ατωμέμνον δάφόν,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,4
ὡς τώδ᾽ ἀδελφὼ πλησίον μιᾷ φλογί,ῶςτω δ᾽ ἀδελφῳ πλησιον μκταφην,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,5
"δισσὴ μέριμνα μητρί, κρυφθῆτον χθονί",ιοσή μερ γυναμορι κρῦ φθητονχόνι,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,6
ἔσται τάδ᾽ οὕτω· καὶ γὰρ εἰ μὲν ἦν στρατῷ,α εταίτασν οάτῷς κταρ εἐμὸν ην στρατη,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,7
"πλοῦς, οὐκ ἂν εἶχον τήνδε σοι δοῦναι χάριν",πλουοο οόμν εὐχόν τνσὲσον δουναν χάρν,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,8
"νῦν δ᾽, οὐ γὰρ ἵησ᾽ οὐρίους πνοὰς θεός",μννο ἀγὰρξης ορίτνοας θρος,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,9
μένειν ἀνάγκη πλοῦν ὁρῶντας ἥσυχον,λυεινανατκὴὶ πλοῦ Ἀρῶντας ήσυχην,16,24 Bodleian-Library-MS-Barocci-37_00108_fol-51v.jpg,10
γένοιτο δ᾽ εὖ πως· πᾶσι γὰρ κοινὸν τόδε,"ξτένειιδν ὐπῶς πατι γάρκίνον ὐδι,",16,25 Bodleian-Library-MS-Barocci-37_00109_fol-52r.jpg,1
